pygame 2.6.1 (SDL 2.28.4, Python 3.12.8)
Hello from the pygame community. https://www.pygame.org/contribute.html
batch 100:	0.9766384071111679
batch 200:	0.9389745253324508
batch 300:	0.9392256343364715
batch 400:	0.9192468094825744
batch 500:	0.9497096562385559
batch 600:	0.9283737742900848
batch 700:	0.9198909997940063
batch 800:	0.9148461735248565
batch 900:	0.9215402609109878
batch 1000:	0.9363542997837067
batch 1100:	0.9176885086297989
batch 1200:	0.8852458018064499
batch 1300:	0.9244330793619155
batch 1400:	0.9346068745851517
batch 1500:	0.9249798607826233
batch 1600:	0.9085339719057083
batch 1700:	0.929579553604126
batch 1800:	0.9408342289924622
batch 1900:	0.9118012201786041
batch 2000:	0.9191638803482056
batch 2100:	0.9163365292549134
batch 2200:	0.9228562933206558
batch 2300:	0.9207410424947738
batch 2400:	0.9031960719823837
batch 2500:	0.9116531789302826
batch 2600:	0.9031840807199478
batch 2700:	0.9065684914588928
batch 2800:	0.9171982848644257
batch 2900:	0.9246447139978409
batch 3000:	0.9210809975862503
batch 3100:	0.9031839895248414
batch 3200:	0.9140044468641281
batch 3300:	0.9118717902898789
batch 3400:	0.9094971019029617
batch 3500:	0.9352983272075653
batch 3600:	0.91124904692173
batch 3700:	0.9213977998495102
batch 3800:	0.9154749649763108
batch 3900:	0.9035386389493942
batch 4000:	0.9286265087127685
batch 4100:	0.8994293302297592
batch 4200:	0.9330509173870086
batch 4300:	0.9178715842962265
batch 4400:	0.8984847897291184
batch 4500:	0.9035530680418015
batch 4600:	0.9241388022899628
batch 4700:	0.9095991545915604
batch 4800:	0.9217728215456009
batch 4900:	0.9141866451501847
batch 5000:	0.9111081999540329
batch 5100:	0.9173017764091491
batch 5200:	0.9007806348800659
batch 5300:	0.9206342768669128
batch 5400:	0.9111552840471268
batch 5500:	0.8928810775279998
batch 5600:	0.9289306223392486
batch 5700:	0.9099919855594635
batch 5800:	0.9008269613981247
batch 5900:	0.9119173675775528
batch 6000:	0.9036175340414048
batch 6100:	0.9122925591468811
batch 6200:	0.9104822295904159
batch 6300:	0.9015156507492066
batch 6400:	0.9095344489812851
batch 6500:	0.8933240401744843
